,id,type,y,centroid mean,centroid var,rolloff mean,rolloff var,zero mean,zero var,rms mean,rms var,contrast mean,contrast var,mfcc1 mean,mfcc1 var,mfcc2 mean,mfcc2 var,mfcc3 mean,mfcc3 var,mfcc4 mean,mfcc4 var,mfcc5 mean,mfcc5 var
11638,6,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1220.200751,265663.9704,2416.57624,1255522.904,0.048079049,0.000695848,-4.601246125,6796.643606,23.2715579,22.85066318,-234.2594502,6431.588864,142.7528953,1389.292736,-14.26993568,609.1854502,51.87578596,371.0187571,-8.208629002,197.3213923
11661,7,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1170.595142,120081.0612,1959.254406,697453.5937,0.064796436,0.000709383,-8.688172024,8501.472494,21.88613882,25.43112651,-291.9317193,2551.224497,137.6672378,915.0803711,2.602191029,591.2595077,35.55225714,149.6539783,-12.31847588,121.4391774
11684,8,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1304.373238,174636.5789,2723.407692,1068189.133,0.046247805,0.000665022,-0.938959239,4867.179856,25.44284036,23.89045267,-189.7712382,3066.694547,134.4386182,524.1070132,-25.7144465,761.7328571,45.77514723,121.7220033,8.225409491,157.4260264
11707,9,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",749.7290865,45842.36718,1133.831645,230553.5156,0.031698916,0.000137039,-6.292333838,9305.875306,25.01318034,21.66837376,-296.5185969,1296.741412,172.3802121,403.73766,16.86784947,242.0956269,18.93261063,104.2627873,1.345083763,97.53661669
11730,10,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",828.5158498,171007.901,1552.134981,721326.5778,0.03306686,0.000457355,-7.362672588,11300.48532,24.24045691,20.98650433,-318.784046,11668.15981,162.7904176,553.2946941,-16.41950171,2928.466258,39.10525318,268.857229,31.48897222,199.719738
11753,11,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1826.117404,130364.6215,4011.226778,1189893.488,0.076920573,0.0007216,-4.320626713,4282.451061,19.05002594,29.0309128,-192.4982501,1735.670931,113.169625,308.9733445,-6.383640779,365.4302931,39.57427695,80.55810526,-9.170571687,47.8899095
11776,12,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1651.42475,119874.847,3661.161996,1200755.388,0.063649921,0.000470208,-8.085066155,6559.874615,17.7222889,20.77496185,-253.3134854,2348.176826,122.6245716,359.8909861,-5.591203675,520.2066128,40.58232891,97.77387588,-5.84868323,66.07158646
11799,13,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1789.797306,88027.97444,4397.430619,943111.4885,0.060995412,0.000318711,-3.586265612,5013.648287,17.92872368,22.73119246,-217.5538947,888.2170315,112.6395924,138.5349373,12.70583817,121.9251132,39.53539332,61.39592104,-9.822931158,51.6003904
11822,14,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1171.501833,167492.8052,2018.312137,624517.2072,0.064946705,0.001161147,-20.10674742,11624.3572,16.56062116,18.72611229,-358.3292374,5195.919981,137.9794705,1002.803816,-10.96900235,561.168594,20.82710925,345.7695141,1.981950242,138.7833556
11845,15,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1782.291909,101595.8214,3812.39519,950510.3856,0.07351396,0.000643487,-4.46116503,4612.473997,18.72760554,26.01221875,-200.0495367,1825.058972,117.2274066,328.5970598,-12.36698043,483.6760279,39.1058265,95.15566556,-6.364289448,58.31753358
11868,16,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1465.003657,143331.3983,2818.370787,733997.1845,0.069857528,0.001227464,-9.589823417,6789.549649,18.15033911,21.53648639,-259.6457659,2779.5243,123.2310416,669.7665052,-6.444231057,365.6956405,37.57535859,184.3490503,-2.994642556,82.25626793
11891,17,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1935.137931,279080.4319,4328.749716,1655898.067,0.084223216,0.001638169,-8.277400238,5540.802639,18.60719881,28.34877822,-232.9962114,3333.402331,105.9270628,523.3393476,-2.713023183,393.9025728,37.43120357,78.86479018,-8.190521702,60.58153672
11914,18,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1992.362352,64390.31017,4245.187534,396682.351,0.087688499,0.000673239,-3.990214564,4099.50057,19.78694261,26.28301617,-192.1214771,563.4881816,105.6267447,137.32707,-26.07031465,210.8630792,40.13995487,61.88068924,-6.662656487,38.01792692
11937,19,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1353.007032,88802.0619,2712.090241,653792.704,0.055528555,0.000386691,-5.971844797,7197.961733,19.62399053,20.12843449,-267.2237927,1482.948757,129.0746604,458.7095386,-14.78301245,366.4785053,41.26038321,131.676228,-1.015750525,69.62447973
11960,20,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1171.864764,116792.9285,2581.004781,858927.3221,0.032961255,0.000508793,-12.70107905,12451.47553,19.72325603,22.34926687,-376.6065003,3313.871855,119.1705521,392.7167431,-2.985373227,440.0785445,48.49076325,92.85183822,13.14188748,106.5458225
11983,21,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2915.069945,467062.5657,5865.385799,1069470.947,0.181379073,0.007418217,-6.269117101,3474.306914,18.71123878,21.98424568,-174.6592648,1375.598292,75.91965611,682.1628653,-12.76518279,274.1628573,52.58695185,69.42305691,-29.44917868,58.17213608
12006,22,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1451.194972,184343.6642,3044.527843,1843886.183,0.051226002,0.000630752,-10.90421119,8097.560395,19.65711508,24.48517575,-298.9194817,1545.869033,112.0514901,390.201756,6.483313244,321.4451627,28.38322167,105.632897,-6.738865477,101.1441512
12029,23,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1986.124299,216734.2749,4312.683276,1093446.145,0.079769259,0.000881273,-2.3949857,4043.808157,20.47426361,22.53044611,-188.0926226,1629.752894,98.68157419,539.7972223,-11.29145402,175.4505637,47.21165773,88.59628701,-20.31583544,64.36228526
12052,24,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2034.444973,315171.304,4343.213686,1572384.25,0.093225003,0.002608285,-4.925060872,4698.026858,19.52017735,25.56186925,-202.5748724,3013.292383,105.8692756,678.728893,-20.47926799,525.6020061,43.89649311,172.0725783,-14.26386474,87.01855953
12075,25,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1697.396352,163757.1536,3803.122559,1247526.362,0.063625318,0.000737563,-5.823274004,5831.917432,23.09755827,29.16699937,-237.6352265,3514.129315,108.3312863,385.0204225,2.004973744,413.1551383,41.76289837,143.1312567,-10.47529632,105.8222809
12098,26,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1367.298426,423502.1426,2632.125273,2579385.472,0.05866491,0.002953388,-19.64121767,14397.99523,24.02496936,26.0922475,-414.1004853,4358.763355,105.0032985,1128.900631,-7.726531124,911.8441245,37.88159539,174.5163909,0.239551645,223.5256046
12121,27,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1768.943293,106442.1261,3966.916788,676274.2185,0.062508706,0.000670799,-6.661044989,6764.814117,19.4522965,30.15437574,-262.1641188,1959.60549,108.9720686,228.2745403,-6.282213849,403.6025507,55.19813611,56.13233255,-10.63411736,54.65396271
12144,28,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1852.546025,111060.186,4026.032942,1016924.782,0.074866764,0.00056939,-9.755294239,5519.165207,23.36687462,23.15657001,-233.7394021,2078.376043,108.5000249,258.5472478,-10.76067009,456.2030344,38.6863597,149.0138891,-10.77468986,56.73538287
12167,29,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2235.389561,164973.0743,4682.81233,930314.9887,0.099379996,0.001023139,-9.455292523,5311.939875,21.14172436,32.98481758,-233.0766017,1289.357735,93.81153948,334.9096508,-16.21405837,274.6274425,49.54201907,101.2087697,-13.94056752,86.34308896
12190,30,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1685.883012,257625.5042,3350.608137,897292.5384,0.084649422,0.002843991,-15.28861068,9334.701185,23.96241057,34.59736864,-318.745546,2509.754116,115.752561,844.9325748,-23.02567671,545.2013868,52.61799278,163.8120759,-12.79885222,144.3294921
12213,31,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1753.095496,91691.95301,3733.406727,496672.6898,0.072441255,0.000901704,-7.142211366,5844.985027,20.27951678,15.74999495,-237.4840246,1575.117413,115.9059582,288.5576796,-15.46418868,460.9594191,47.11917965,84.71785951,-13.51148648,44.60921133
12236,32,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1522.014318,327759.4415,3250.028048,2370351.863,0.061426917,0.001164423,-12.47061318,8749.083035,22.01491875,28.85854804,-305.4878082,3654.527016,121.9618906,738.148646,2.571255549,187.2146047,36.89791539,84.87033855,-8.569709052,77.33915746
12259,33,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1169.845598,133060.6931,2445.621026,813642.1843,0.042364644,0.000418314,-5.771146249,7492.83566,17.00018716,19.04260126,-261.7367507,4924.522993,139.5187494,435.4415144,-17.14300515,373.8664652,49.90958379,115.9468432,-5.873084199,241.2835937
12282,34,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1758.990947,267339.6219,3573.401674,580500.8585,0.079216252,0.002248601,0.104863173,3599.979733,16.94851553,20.34088511,-146.4648722,2850.941402,118.2150882,635.1667355,-34.63289913,394.4795045,58.76562318,130.737541,-14.9475994,69.68977196
12305,35,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",844.0832306,51478.56729,1609.248047,429327.8791,0.037718023,0.000132667,-5.32373574,8389.571124,16.89140536,16.104641,-261.7736969,2607.228813,182.5670345,460.0680157,-16.90476832,653.149048,49.90273886,227.9741052,-1.180554151,91.24284436
12328,36,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1483.255219,282636.0836,2660.819518,781846.4472,0.099648362,0.003194923,-7.00934312,5410.587766,16.92445161,18.65397068,-196.6954498,2860.375695,152.7751426,805.4912611,-36.97438804,636.379586,41.81257701,277.9066891,-8.710221742,114.6137644
12351,37,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1277.004405,123880.3467,2469.148971,945026.0838,0.051510265,0.000416408,-2.703688602,4971.380277,19.82107103,15.94961906,-198.3830285,2136.334072,140.6963219,440.0525275,-18.46173286,448.4502389,30.48384187,225.3845945,-6.747731952,77.1936226
12374,38,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1554.487668,78975.93681,3217.002123,490734.188,0.066355151,0.000565299,-3.931586018,4304.086838,19.68609739,14.22829149,-179.5348409,2784.562688,124.3238237,301.9062093,-29.69336085,532.2852239,45.41059401,248.0921439,-10.17072647,85.0822455
12397,39,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1312.034032,144868.5151,2726.504133,710707.6383,0.07659316,0.001140942,-2.758238511,6942.552561,15.65242435,24.47565404,-237.1058665,5126.677817,146.8572852,242.4385325,-24.49053623,549.4776466,64.28295724,198.1999961,-10.86530761,330.1282124
12420,40,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1316.451117,181987.9264,2777.507778,1190031.389,0.054790455,0.000598657,-3.525606829,4799.218453,14.26243461,14.39243434,-179.7424026,1264.299049,147.8084088,612.5363405,-20.46043816,507.7968958,58.61181097,390.722807,-23.77996975,176.2470866
12443,41,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1618.531842,159909.4727,3104.311694,442474.902,0.100670346,0.002151767,-4.040429673,6205.069944,15.4010355,14.69128886,-216.4069213,7684.112712,134.9076957,384.044874,-35.4780575,868.949587,61.61151653,153.3399069,-14.52604443,218.4660469
12466,42,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1345.076525,187068.675,2774.194336,1120920.105,0.061243717,0.000860224,-7.660968348,5596.344017,15.86911485,16.93899641,-206.674832,4669.734896,141.8242328,533.1628351,-13.84123913,530.9131089,49.33237191,161.4164499,-24.82684687,204.402592
12489,43,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1758.209866,117605.3389,3455.561637,667010.5453,0.08556353,0.000834642,-3.479074765,4030.38457,19.10262907,21.73050327,-173.3482736,2996.774628,111.7441348,462.4977084,-35.96096424,525.6798297,45.87053422,208.3083507,-11.44224423,82.3662149
12512,44,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1005.062122,126293.0615,1811.267885,561909.4339,0.049586286,0.000549966,-3.896239758,7412.788074,20.97720602,12.99571409,-247.1112373,3619.398126,167.9564382,793.2399329,-19.71508086,637.1931123,21.98489479,204.4290327,-0.711974896,137.6437979
12535,45,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",937.5544385,58025.78621,1763.702875,390876.2813,0.042603107,0.000211727,-4.548318532,6997.990213,17.00550076,17.67065057,-231.3249249,2874.347748,174.3384211,366.5201981,-19.70902728,539.8318275,47.3820681,144.4595772,-1.933505664,72.00533033
12558,46,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1295.416257,82196.09509,2695.623183,493110.434,0.058630087,0.00041943,-5.599515566,5567.698661,15.91860679,15.89734207,-204.1378538,4048.80129,147.6060255,254.1614567,-25.22714341,517.4355653,49.31851676,116.8230248,-15.67456511,151.228288
12581,47,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1982.911349,253319.5804,4264.458916,1275444.008,0.09360503,0.001947753,-5.61254464,4578.125542,18.24442678,17.81721833,-201.8059982,2148.911981,109.2583471,518.3756688,-15.48655499,188.2037577,44.30055227,74.80136118,-11.04352344,58.98337545
12604,48,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1747.566948,132351.4003,3682.953931,777996.6825,0.079231392,0.000654365,-6.953455752,4736.955588,20.83888663,23.11840502,-204.8666042,1648.367051,117.4613527,329.0270248,-20.94023463,139.1905985,41.96680389,81.01006106,-10.34294958,89.94334232
12627,49,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2051.002956,525168.9545,4567.24246,3127527.59,0.06481309,0.001941965,-7.395441463,3293.554814,16.68690154,16.97331649,-165.3420783,3305.536378,87.20898776,927.858879,24.78946059,574.0303696,28.45190709,284.0032003,-2.810042989,145.3485648
12650,50,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2481.242294,208613.6431,5794.743539,1393641.156,0.08054521,0.000778288,9.082685802,904.1271855,20.72347735,15.33227546,-55.21486437,1006.0397,77.49728762,344.473058,8.281185658,215.8943043,31.56214316,117.4270775,11.57286388,86.59478902
12673,51,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1194.026381,134214.1096,2481.676622,819387.5847,0.042467221,0.000414519,-5.77249654,7427.176981,16.99534826,19.0050462,-260.8418261,5001.158591,138.523484,449.0432383,-16.37138674,344.3729066,49.17201365,110.9416496,-5.26879985,219.4858106
12696,52,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2291.448134,374992.2663,5248.267567,1957366.854,0.077429672,0.00198606,5.370380276,1559.208579,21.88022918,17.39770006,-91.27360775,2192.407295,82.6040302,592.6924574,12.24803218,267.8612463,36.67048934,111.4273936,-0.834245464,134.2232593
12719,53,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1804.147618,298389.5221,3645.754906,672088.1705,0.079390746,0.002279524,0.234478039,3224.790808,16.97104653,21.81152787,-141.1547403,3128.636889,110.7906179,887.8539481,-27.45385441,355.105364,51.9702319,101.6735324,-8.659859733,49.45388303
12742,54,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1668.359722,255171.509,3457.614803,2024507.686,0.064835801,0.000618273,2.267030819,2398.233397,21.20685134,17.5299648,-111.4737238,1702.102838,121.8824693,747.7561163,-3.193113952,259.2686334,20.89584675,138.9036501,2.494411341,87.56042101
12765,55,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",871.4199403,50410.85846,1632.742608,432657.4577,0.037771015,0.000131824,-5.31969053,8261.792902,16.90554572,16.67686935,-260.2764893,2638.40046,180.6782544,493.5166583,-15.39631025,612.5620871,48.62186765,204.238597,-0.065252681,82.37747197
12788,56,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2979.721937,269982.6212,6867.021939,991786.9553,0.114796814,0.001936422,7.20384841,626.9720729,21.51634181,20.36232074,-38.17861363,1284.221904,64.92021889,311.6682397,14.33437325,125.8219033,21.2883626,86.92487215,7.53477262,54.40772828
12811,57,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1376.082769,166099.8329,2581.463822,886493.6667,0.061559396,0.001290154,-9.548625934,6341.082137,20.62786019,15.4876676,-248.2150304,3234.658191,126.0680601,396.5943873,-12.50776082,493.6255718,30.27623935,142.3840993,-1.054769439,102.7337856
12834,58,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1547.166067,285051.5681,2724.843239,795327.113,0.099746018,0.003182686,-6.84305841,4919.96054,16.93096342,19.20434193,-190.390178,3071.765925,143.9867869,951.3337547,-28.5093102,560.8136656,33.82274624,215.1135291,-1.315357433,76.37249857
12857,59,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1397.959393,354667.3587,2934.216081,3555150.312,0.038303204,0.000733334,3.13352271,4154.10812,20.73239508,22.01609141,-179.3079864,4209.853088,114.4719321,838.7212178,28.16814025,520.3549403,35.97862927,106.6340615,11.05010009,89.2957609
12880,60,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1428.3953,177855.9782,2731.06116,1411146.988,0.052420967,0.00043421,-2.479596698,4427.006507,19.82037807,15.94664314,-190.3109119,2351.945394,129.5092003,557.6652234,-7.873921779,440.1894534,20.68604376,198.5318931,2.156915621,63.97295531
12903,61,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2456.844268,218571.8051,5466.270383,1308861.446,0.094503619,0.001134129,8.833299821,753.9544114,20.01303732,15.06056886,-23.01733622,1346.733069,82.91660216,282.095837,1.984880963,224.660062,29.48044061,95.55408215,6.584129527,50.99775374
12926,62,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1725.299874,110250.6144,3504.729117,745548.4877,0.067477062,0.000578313,-3.512192993,3506.496058,19.6892845,14.29086316,-168.0848323,2937.180847,108.2971307,353.9331444,-14.12833725,567.3167723,30.50849141,217.3817397,3.892529072,72.01843689
12949,63,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2474.538601,144091.9917,5542.6131,877538.8681,0.098016215,0.000945356,5.742904093,921.6974775,19.06795279,15.67663824,-51.39754825,1017.731022,85.22580592,222.9367488,3.65077127,243.8237811,22.87397886,63.74250782,-1.515568173,57.48653144
12972,64,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1576.360614,71639.18149,3343.013093,685037.361,0.055933185,0.000216148,6.662609954,1850.156443,19.22383064,16.00517297,-69.32783886,1524.257729,125.9690464,309.605076,-5.223314136,332.1892591,30.75097747,62.42208523,8.279924257,43.22894822
12995,65,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1338.610089,143262.7828,2757.101313,700176.9636,0.076598837,0.00114286,-2.747783105,6817.873506,15.66774769,25.11268903,-235.5493291,5288.682759,144.8048647,293.748386,-22.65332687,494.1620669,62.57665657,173.4744089,-9.363094417,294.0779113
13018,66,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1578.238449,119341.5066,2965.480957,569533.7289,0.088164668,0.000987889,0.016868214,2564.714591,18.70893568,20.54301438,-117.7433648,1548.644374,122.6382111,720.1201695,-13.18060725,213.8258776,26.75664124,61.61069668,4.32417956,79.30917428
13041,67,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1353.293107,197138.6437,2828.720079,1254742.759,0.054875621,0.000615586,-3.518198382,4618.569451,14.26757583,14.4894846,-177.2471964,1329.062997,144.3920331,707.7844765,-17.27021319,497.3949453,55.69630521,389.6425599,-21.23451941,151.3515935
13064,68,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1382.86985,187228.2299,2832.918219,1093285.966,0.061262264,0.000859241,-7.63644748,5425.327703,15.88477029,17.3543162,-204.3019202,4921.236452,138.5924161,693.9563625,-10.84431261,443.1589347,46.55894702,123.8206113,-22.33910114,145.7950699
13087,69,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2006.825943,175590.8999,3903.85288,1228248.059,0.087284626,0.000840408,-2.917505684,3098.266811,19.10780488,21.87495753,-159.3466784,3099.820515,92.11351165,521.8583759,-16.80597998,535.0444706,27.42400758,222.688112,6.084955317,78.90129897
13110,70,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1116.8156,162514.6631,1955.732308,868177.7165,0.049959121,0.000550852,-3.648094458,6717.019952,20.97792492,13.01889861,-238.0698201,3787.983211,155.8407965,975.7212368,-9.199334304,604.7894529,13.21705063,158.6338777,6.601929786,78.99123384
13133,71,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",971.0366963,59035.59105,1795.017828,400940.8918,0.042552008,0.000211108,-4.509779957,6762.165698,17.00498887,17.60817069,-228.4424607,3054.223012,170.4293916,437.2853608,-16.08840054,455.1179864,44.01592188,109.8892483,1.111717265,55.25349161
13156,72,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1336.391046,80048.60908,2751.851551,487404.7892,0.058714874,0.000416085,-5.594390646,5464.253862,15.92978421,16.18607252,-202.7388829,4164.476322,145.7654578,282.8390625,-23.5925105,468.02,47.82772929,105.4754922,-14.38136481,124.6301645
13179,73,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2969.829579,359284.535,6419.990972,2038297.148,0.129796133,0.001890551,0.766395822,1154.331382,20.72516608,21.28849549,-84.04844424,1939.287775,63.02647737,295.6805195,5.690302652,460.9583943,24.90071705,97.82363206,6.232561358,67.91683455
13202,74,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2413.530356,510561.8681,5132.372195,2896174.503,0.09554415,0.001838546,-3.357568382,2731.289423,21.45274629,21.69617504,-149.2377895,4083.484525,79.1281332,753.8498359,2.024178321,820.320115,27.62909866,126.2855533,0.307447541,109.4588507
13225,75,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2903.47807,335368.7731,6200.519225,2073155.426,0.126603001,0.001972813,-0.449413967,1036.342705,22.30703959,21.5071827,-78.21752876,1646.618588,63.20983815,286.3869794,-1.615915351,410.0430466,21.02883113,71.69943096,4.474943871,76.70376984
13248,76,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1733.176852,147715.4589,3378.860034,1250580.265,0.068707985,0.000769827,-4.997694827,3247.605905,26.33029636,33.86459095,-154.1374729,3346.874841,110.7191872,512.1133489,-22.32568616,750.2346572,21.18104716,174.5480401,4.24290897,110.3659584
13271,77,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2776.660394,268121.9405,5809.174123,1518292.681,0.130897605,0.001448028,-0.503750691,1077.868594,22.28696688,25.28857297,-77.18761237,1590.115372,64.5592327,482.1443335,-2.903388798,307.2381107,28.56044852,88.56088077,4.667705482,75.39396483
13294,78,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2501.569212,333362.3911,5152.336312,2303295.464,0.095631586,0.001394587,-4.200900358,2450.369814,23.00102278,23.39985317,-141.5017387,3592.033477,70.98685423,589.5747513,-0.577715473,633.2908104,33.56572051,160.254155,1.378887976,125.1633299
13317,79,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2634.474405,361697.5992,5562.410293,1660564.999,0.10786852,0.001385631,-0.266597531,2733.360371,23.08025108,28.11380278,-163.4285049,952.101836,65.98501086,503.2602271,5.327780492,180.6619418,41.85633567,117.7032499,7.00637027,71.39447276
13340,80,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",3027.835418,215491.058,6198.466059,1045094.743,0.140343008,0.001282074,0.37631292,1616.323158,26.44378096,21.11897326,-117.3186171,1621.929578,57.01078166,280.2019227,-2.136485838,104.9043153,35.63622927,78.35746305,4.72389319,79.58348862
13363,81,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",3027.055083,1036885.805,7276.419876,2889153.343,0.100125666,0.003867965,-3.551816231,4871.145143,18.73099076,13.98869584,-228.3755869,2884.552105,67.56212296,584.5563159,37.05475319,318.2379907,21.32949023,119.0645661,17.04467242,60.10460803
13386,82,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",3908.657667,1215343.005,8039.588311,2545790.067,0.2071255,0.011092687,-3.550023493,2611.647682,17.82674879,14.47813517,-157.9107301,4317.21934,49.53622868,660.4878274,21.55530848,337.2936948,16.51547528,95.51286063,11.41916877,73.04305859
13409,83,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",3395.224585,568203.6919,7237.868766,1542849.376,0.149724821,0.00372004,-1.40368916,1824.596747,23.1969908,24.60720418,-126.1013322,1966.064368,56.55111191,483.4986966,23.54532305,454.2931942,23.70506137,94.46645385,-0.316571954,64.63508022
13432,84,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2872.304375,333938.0564,6132.990098,1335024.319,0.118125076,0.003024061,-4.056030327,3119.739597,21.31029017,23.12972751,-178.2283668,2495.433832,61.99814781,369.8739769,1.436084277,320.8524304,36.07133794,108.3015193,7.565859182,91.63132761
13455,85,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2861.273191,319582.9675,5607.346248,1296350.514,0.147528313,0.002290127,-4.126998024,2004.675335,20.26462865,23.22909161,-131.9608364,2067.761402,61.56678866,514.9796779,-12.61694936,234.4683264,35.10502176,141.6251326,-2.095019026,82.95123547
13478,86,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",4136.497062,541992.7726,8259.27706,1197920.239,0.261663109,0.00778134,-6.33299052,2257.495387,18.07547418,21.43687754,-156.5137547,2094.187061,22.76372872,784.7682132,10.54613058,236.8667883,24.17074649,116.1428911,10.15911253,101.8127518
13501,87,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1843.589632,730496.1522,4323.3998,7016296.355,0.042739371,0.000846393,-8.628613689,10537.26945,17.95803931,24.80599518,-341.038973,7276.099372,89.85303503,1179.676485,44.57706416,400.7483839,28.85929636,268.8944777,16.35072614,192.4899654
13524,88,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2429.309938,442886.1918,5929.40952,3772313.87,0.069048268,0.001049471,-2.295183896,3822.870435,20.27312369,18.20213698,-192.372254,3047.799262,80.97670335,453.3809293,25.71936034,461.2621101,18.50680907,114.9571214,14.15529988,80.04481151
13547,89,jazz,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1787.973301,465915.8728,3904.829385,2999197.715,0.062654055,0.003382939,-8.401837675,9106.589504,21.47010243,23.5797545,-322.5901909,2503.9666,90.59627519,613.6546587,27.00746095,276.9521804,37.92257303,159.2119406,19.71532227,62.74337492
